district,end_date,issued_on,permittee_name,permit_no,address,lat,lng,start_date
CENTRAL AND WESTERN,22/06/2013,24/12/2012,Sun Fook Kong (Civil) Limited,GW-RS1361-12,"Section of Belcher's Street near Holland Street, Kennedy Town, Hong Kong.",22.284642,114.130684,27/12/2012
WAN CHAI,23/06/2013,24/12/2012,SUN FOOK KONG (CIVIL) LTD,GW-RS1365-12,"Junction of Lee Garden Road and Pak Sha Road, Causeway Bay, HK",22.278904,114.183643,27/12/2012
ISLANDS,17/07/2013,24/12/2012,"WING HING CONSTRUCTION CO., LTD.",GW-RS1366-12,"Hong Kong International Airport, Outlying Island, NT",22.396428,114.109497,18/01/2013
EASTERN,27/05/2013,24/12/2012,EXCEL ENGINEERING COMPANY LIMITED,GW-RS1370-12,"Wan Tsui Road near Chak Tsui House of Wan Tsui Estate, Chai Wan, HK",22.2678103,114.2360778,28/12/2012
EASTERN,30/06/2013,24/12/2012,ANDERSON CONCRETE LIMITED,GW-RS1372-12,"SAFETY GODOWN INDUSTRIAL BUILDING, CHAI WAN INLAND LOT 112 AND 115, CHAI WAN, HONG KONG",22.2678103,114.2360778,01/01/2013
ISLANDS,07/06/2013,03/01/2013,GAMMON CONSTRUCTION LIMITED,GW-RS1376-12,"Hong Kong International Airport, Outlying Island, NT",22.396428,114.109497,07/01/2013
SOUTHERN,07/07/2013,02/01/2013,CRBC - WCCL JV,GW-RS1377-12,"South Bay Close near Hong Kong International School, Repulae Bay, Hong Kong (Highways Department Contract No. 04/HY/2010)",22.396428,114.109497,08/01/2013
CENTRAL AND WESTERN,28/06/2013,24/12/2012,DRAGAGES-MAEDA-BSG  J.V.,GW-RS1379-12,"Des Voeux Road West and Tsz Mi Alley, Sai Ying Pun, Hong Kong (MTR West Island Line)",-1,-1,31/12/2012
ISLANDS,07/07/2013,27/12/2012,CLP ENGINEERING LIMITED,GW-RS1380-12,"Airport Road, Chek Lap Kok, Hong Kong.",22.308253,113.937516,13/01/2013
WAN CHAI,07/07/2013,31/12/2012,Chun Wo - CRGL Joint Venture,GW-RS1381-12,"Victoria Harbour near Hung Hing Road, Wan Chai, Hong Kong",22.282835,114.179813,09/01/2013
CENTRAL AND WESTERN,30/06/2013,02/01/2013,LEIGHTON CONTRACTORS (ASIA) LIMITED,GW-RS1382-12,"Man Kwong Street and Man Chiu Street, Central, Hong Kong.",22.287028,114.158073,04/01/2013
EASTERN,30/08/2013,28/12/2012,SHINRYO (HONG KONG) LIMITED,GW-RS1383-12,"Track Side between MTRC Sai Wan Ho Station to MTRC Heng Fa Chuen Station, Hong Kong",22.276666,114.239701,01/03/2013
WAN CHAI,16/07/2013,31/12/2012,Chun Wo -CRGL Joint Venture,GW-RS1384-12,"Victoria Harbour near the Ferry Pier in Convention Avenue, Wan Chai, HK",22.281731,114.174282,17/01/2013
WAN CHAI,09/07/2013,03/01/2013,Yick Hing Construction Co. Ltd.,GW-RS1385-12,"A section of Queen's Road East between Anton Street and Monmunt Path, Wan Chai, HK",22.276022,114.1751471,10/01/2013
WAN CHAI,13/06/2013,02/01/2013,MING HING WATERWORKS ENGINEERING CO LTD,GW-RS1387-12,"Three sections of Percival Street near Russell Street, Causeway Bay, HK",22.27894,114.182859,14/01/2013
TUEN MUN,30/06/2013,02/01/2013,CHINA STATE CONSTRUCTION ENGINEERING (HK) LIMITED,GW-RW0001-13,"Tai Lam Section: Eastbound CH57.8B - CH59.51B Slow Lane, Tuen Mun Road - Tai Lam Section, N.T.",-1,-1,01/01/2013
SHAM SHUI PO,08/07/2013,02/01/2013,SUN FOOK KONG (CONSTRUCTION) LTD,GW-RW0002-13,Lai Chi Kok MTR Station Concourse Level,-1,-1,09/01/2013
KWAI TSING,26/05/2013,04/01/2013,Shun Yuen Construction Co Ltd,GW-RW0004-13,"Tai Wo Hau Road, Kwai Chung, NT",22.366289,114.125771,20/01/2013
KWAI TSING,07/07/2013,10/01/2013,CLP ENGINEERING LIMITED,GW-RW0010-13,"Tsing Sheung Road, Tsing Yi, N.T.",22.32897,114.109828,13/01/2013
TSUEN WAN,30/06/2013,02/01/2013,CHIU HING CONSTRUCTION AND TRANSPORTATION COMPANY LIMITED,GW-RW0011-13,"Cheung Pei Shan Road, Tsuen Wan West, NT",22.375943,114.121776,01/01/2013
TSUEN WAN,17/07/2013,07/01/2013,GAMMON CONSTRUCTION LIMITED,GW-RW0012-13,"Junction of Hoi Hing Road and Hoi Kok Street, Tsuen Wan, N.T.",22.371391,114.106807,18/01/2013
SHAM SHUI PO,30/09/2013,04/01/2013,YEE HOP ENGINEERING CO LTD,GW-RW0013-13,"Lai Po Road near KMB Lai Chi Kok Depot, Stonecutters Island, Kowloon",22.3228031,114.1350173,01/04/2013
TSUEN WAN,10/07/2013,11/01/2013,LEIGHTON CONTRACTORS (ASIA) LIMITED,GW-RW0015-13,"Junction of Cheung Wing Road and Yau Ma Hom Road, Tsuen Wan, NT.(XRL-Shek Yam Construction Adit Work Area)",-1,-1,11/01/2013
TSUEN WAN,12/07/2013,10/01/2013,Excel Engineering Company Limited,GW-RW0016-13,"Ma Kok Street near Tsuen Yip Street, Tsuen Wan, N.T.",22.364834,114.119675,13/01/2013
TUEN MUN,04/08/2013,17/01/2013,CHINA HARBOUR ENGINEERING CO LIMITED,GW-RW0018-13,"Tuen Mun Road CH56.2 - CH51.3, Tuen Mun, N.T.",-1,-1,10/02/2013
SHAM SHUI PO,29/06/2013,14/01/2013,Siemens Limited,GW-RW0021-13,"Elite Industrial Centre, 883 Cheung Sha Wan Road, Cheung Sha Wan, Kowloon",22.336711,114.147572,01/02/2013
KWAI TSING,08/07/2013,11/01/2013,WO HING CONSTRUCTION CO; LTD,GW-RW0023-13,"Kwai Fung Crescent, Kwai Chung, NT",-1,-1,09/01/2013
TSUEN WAN,13/07/2013,11/01/2013,EXCEL ENGINEERING COMPANY LIMITED,GW-RW0025-13,"Ma Kok Lane,  Tsuen Wan, N.T.",22.365017,114.11627,14/01/2013
KWAI TSING,22/07/2013,17/01/2013,W. HING CONSTRUCTION CO. LTD,GW-RW0037-13,"403-413 Castle Peak Road - Kwai Chung, Kwai Chung, NT",22.3640501,114.1357637,23/01/2013
SHAM SHUI PO,31/07/2013,17/01/2013,Sun Fook Kong - Biwater Joint Venture,GW-RW0038-13,"Stonecutters Island Sewage Treatment Works, Stonecutters Island, Kowloon",22.3228031,114.1350173,01/02/2013
SHAM SHUI PO,30/06/2013,18/01/2013,UNION CONSTRUCTION (GROUP) LIMITED,GW-RW0039-13,"Innocentre, Shek Kip Mei, Kowloon",22.3360236,114.1662297,15/02/2013
KWAI TSING,17/07/2013,22/01/2013,Excel Engineering Company Limited,GW-RW0046-13,"Contract No. 13/WSD/10 - Replacement and Rehabilitation of Water Mains, Stage 4 Phase 1 :Tsing Yi Road, Tsing Yi, N.T.",-1,-1,18/01/2013
TSUEN WAN,27/07/2013,21/01/2013,Dragages - China Harbour - VSL Joint Venture,GW-RW0047-13,"Construction Site of Hong Kong-Zhuhai-Macao Bridge, Hong Kong Link Road Section Between HKSAR Boundary and Scenic Hill, Works Area WA4B (Contract No.: HY/2011/09)",-1,-1,28/01/2013
SHAM SHUI PO,23/07/2013,23/01/2013,"HSIN CHONG CONSTRUCTION CO., LTD",GW-RW0048-13,"Cheung Sha Wan, Kowloon",22.3367376,114.1528532,24/01/2013
KWAI TSING,31/07/2013,24/01/2013,ANDERSON CONCRETE LIMITED,GW-RW0050-13,"TYTL 119, Tam Kon Shan Road, Tsing Yi, NT. NT",-1,-1,01/02/2013
KWAI TSING,20/07/2013,25/01/2013,China Harbour Engineering Company Limited,GW-RW0051-13,"Container Terminal No. 2 & 5, Kwai Chung, NT",-1,-1,28/01/2013
TUEN MUN,24/07/2013,28/01/2013,CHINA STATE CONSTRUCTION ENG (H.K.) LTD.,GW-RW0052-13,"So Kwun Wat Road, So Kwun Wat, Tuen Mun, N.T.",22.375283,113.99875,25/01/2013
SHAM SHUI PO,31/07/2013,23/01/2013,Sun Fook Kong - Biwater Joint Venture,GW-RW0053-13,"Stonecutters Island Sewage Treatment Works, Stonecutters Island, Kowloon",22.3228031,114.1350173,01/02/2013
TSUEN WAN,24/07/2013,23/01/2013,CHINA STATE CONSTRUCTION ENGINEERING (HK) LIMITED,GW-RW0054-13,"Construction Site of Hong Kong-Zhuhai-Macao Bridge, Hong Kong Link Road - Section between HKSAR Boundary and Scenic Hill, Works Area WA4C",-1,-1,25/01/2013
SHAM SHUI PO,27/07/2013,30/01/2013,PAUL Y. CONSTRUCTION COMPANY LIMITED,GW-RW0056-13,"J/O Hoi Fai Road & Sham Mong Road, Sham Shui Po, Kowloon",22.323712,114.159002,30/01/2013
TSUEN WAN,31/07/2013,28/01/2013,GAMMON CONSTRUCTION LIMITED.,GW-RW0057-13,"Contract No. HY/2007/09 – Reconstruction and Improvement of Tuen Mun Road – Eastern Section, Tuen Mun Road Chainage between CH60.0 to CH62.8 Eastbound and Westbound All Lanes, Tsuen Wan, N.T.",-1,-1,01/02/2013
TSUEN WAN,01/10/2013,25/01/2013,PCCL JOINT VENTURE,GW-RW0061-13,"Footbridge no. NF109 across Castle Peak Road near Fou Wah Centre, Tsuen Wan, N.T.",-1,-1,01/04/2013
TSUEN WAN,11/08/2013,06/02/2013,MAEDA-CRGL-SELI JOINT VENTURE,GW-RW0063-13,"CASTLE PEAK ROAD - TING KAU SECTION BESIDE GREENVIEW TERRACE, TSUEN WAN, N.T.",-1,-1,12/02/2013
SHAM SHUI PO,31/05/2013,30/01/2013,Leighton - John Holland Joint Venture,GW-RW0064-13,"Construction site between Ching Cheung Road, Butterfly Valley Road and King Lam Street, Kowloon",-1,-1,01/02/2013
TUEN MUN,31/07/2013,30/01/2013,CHINA STATE CONSTRUCTION ENGINEERING (HK) LIMITED,GW-RW0065-13,"Route 9, Tuen Mun Road CH56.0 - CH62.2 (from Siu Lam to Tsing Lung Tau ), Both Bound, Tuen Mun, NT",-1,-1,01/02/2013
KWAI TSING,31/05/2013,05/02/2013,Shun Yuen Construction Company Limited,GW-RW0067-13,"Tsing Yi Road (S/B, section between Tsing Yi Interchange and Ching Hong Road), Tsing Yi, N.T.",-1,-1,25/02/2013
KWAI TSING,02/06/2013,04/02/2013,Shun Yuen Construction Company Limited,GW-RW0068-13,"Kwai Shing Circuit (Section Between L/P No.FA9835 AND FA9832),Kwai Chung, N.T.",-1,-1,28/02/2013
TSUEN WAN,12/08/2013,04/02/2013,MAEDA-CRGL-SELI JOINT VENTURE,GW-RW0071-13,"Construction Site near Tsuen Wan West High Level Sea Water Service Reservoir, Tso Kung Tam, Tsuen Wan, New Territories",22.3777238,114.1052893,13/02/2013
TSUEN WAN,31/05/2013,05/02/2013,Shun Yuen Construction Company Limited,GW-RW0074-13,"Shing Mun Road, Tsuen Wan West, NT",-1,-1,18/02/2013
TSUEN WAN,25/05/2013,04/02/2013,GAMMON CONSTRUCTION LTD,GW-RW0075-13,"Tuen Mun Road Chainage Ch64.5 - Ch66.9 Eastbound and Chainage Ch64.95 - Ch66.9 Westbound, Yau Kom Tau, Tsuen Wan, N.T.",-1,-1,20/02/2013
KWAI TSING,31/05/2013,29/01/2013,Shun Yuen Construction Company Limited,GW-RW0076-13,"Kwai Chung Road near Lai King Hill Road, Kwai Chung, NT",-1,-1,25/02/2013
TUEN MUN,18/08/2013,05/02/2013,CHINA HARBOUR ENGINEERING CO LIMITED,GW-RW0077-13,"Tuen Mun, NT",-1,-1,24/02/2013
KWAI TSING,31/05/2013,31/01/2013,Shun Yuen Construction Company Limited,GW-RW0078-13,"Container Port Road South between Roundabout No. 5 and Tat Mei Road, Kwai Chung, NT",-1,-1,25/02/2013
TUEN MUN,29/07/2013,04/02/2013,China Harbour Engineering Company Limited,GW-RW0079-13,"Tuen Mun Road, Tuen Mun, N.T. (Contract No.: HY/2009/03 - Design & Build of Traffic Improvements to Tuen Mun Road Town Centre Section).",-1,-1,02/02/2013
SHAM SHUI PO,02/06/2013,06/02/2013,SIEMENS LIMITED,GW-RW0080-13,"Electrical Substation at Cheung Sha Wan Plaza “C” & “D”, 833 Cheung Sha Wan Road, Cheung Sha Wan, Kowloon.",22.337118,114.148737,03/03/2013
KWAI TSING,02/06/2013,30/01/2013,Shun Yuen Construction Company Limited,GW-RW0082-13,"Kwai Shing Circuit, Kwai Chung, N.T.",22.36197,114.126565,03/03/2013
TUEN MUN,18/08/2013,05/02/2013,CHINA HARBOUR ENGINEERING CO LIMITED,GW-RW0084-13,"Tuen Mun Road CH56.2 - CH51.3, Tuen Mun, N.T.",-1,-1,24/02/2013
SHAM SHUI PO,31/05/2013,07/02/2013,CLP  ENGINEERING LIMITED,GW-RW0086-13,"Hing Wah Street West, Stonecutters Island, Kowloon",22.326905,114.138063,17/03/2013
KWAI TSING,06/08/2013,06/02/2013,DRAGAGES-BOUYGUES JOINT VENTURE,GW-RW0090-13,"J/O Tai Lin Pai Road and Wing Yip Street, Kwai Chung, N.T.",22.359553,114.132373,08/02/2013
TSUEN WAN,03/08/2013,04/02/2013,LEIGHTON CONTRACTORS (ASIA) LIMITED,GW-RW0092-13,"Junction of Cheung Shan Estate Road West and Cheung Shan Estate Road East, Tsuen Wan West, NT (XRL -Shing Mun Site)",-1,-1,04/02/2013
KWAI TSING,31/05/2013,06/02/2013,TRANSPORT INFRASTRUCTURE MANAGEMENT LIMITED,GW-RW0094-13,"North West Tsing Yi Interchange, Ramp I, Southbound, Tsing Yi, N.T.",-1,-1,05/03/2013
KWAI TSING,10/08/2013,06/02/2013,MAEDA-CREC-SELI JOINT VENTURE,GW-RW0096-13,"Intersection of Tsing Sheung Road and Tsing Sheung Lane, Tsing Yi, N.T.",22.32897,114.109828,11/02/2013
TSUEN WAN,23/08/2013,14/02/2013,GAMMON CONSTRUCTION LIMITED,GW-RW0097-13,"Tsuen Wan West, NT",-1,-1,24/02/2013
KWAI TSING,31/08/2013,08/02/2013,KUM SHING (K F) CONSTRUCTION CO LTD,GW-RW0098-13,"Cheung Tsing Tunnel, Tsing Ma Control Area and Nam Wan Tunnel, Tsing Sha Control Area, Tsing Yi, N.T.",-1,-1,01/03/2013
SHAM SHUI PO,06/08/2013,07/02/2013,Dragages-Bouygues Joint Venture,GW-RW0104-13,"Sham Mong Road under MTRC XRL Contract 820, Shamshuipo, Kowloon",-1,-1,07/02/2013
KWAI TSING,15/08/2013,06/02/2013,CHINA HARBOUR ENGINEERING CO LIMITED,GW-RW0105-13,"Container Terminal 5, Kwai Chung, NT",-1,-1,16/02/2013
TSUEN WAN,17/06/2013,08/02/2013,ARBAT CONSTRUCTION COMPANY LIMITED,GW-RW0106-13,"Lung Tak Street, Tsuen Wan East, NT",-1,-1,18/02/2013
KWAI TSING,27/05/2013,07/02/2013,Chiu Hing Construction & Transportion Company Limited,GW-RW0108-13,Kwai Chung Road East Bound CH13.8-CH14.18 Full Width + West Bound CH18.8 - CH14.18 Full Width and Kwai Chung Road East Bound CH13.6 -CH13.8 Second Fast LaneKwai Chung Road East Bound CH13.15 - CH13.6 Second Fast Lane,-1,-1,28/02/2013
TSUEN WAN,24/05/2013,08/02/2013,EXCEL ENGINEERING COMPANY LIMITED,GW-RW0109-13,"PROPOSED DEVELOPMENT AT TW7, TSUEN WAN WEST STATION, WEST RAIL, TWTL. 403, N.T.",-1,-1,25/02/2013
KWAI TSING,10/09/2013,07/02/2013,CLP  ENGINEERING LIMITED,GW-RW0110-13,"Kwai Cheong Road, Kwai Chung, NT",-1,-1,10/03/2013
KWAI TSING,11/08/2013,07/02/2013,CLP  ENGINEERING LIMITED,GW-RW0111-13,"Tai Lin Pai Road near Wing Yip Street, Kwai Chung, NT",-1,-1,17/02/2013
TUEN MUN,14/08/2013,18/02/2013,Shun Yuen Construction Co. Ltd,GW-RW0112-13,"Track Area of MTR West Rail Line Tuen Mun Station to Siu Hong Station, Tuen Mun, N.T. (MTR Contract No. K0754-11C)",-1,-1,19/02/2013
TSUEN WAN,31/05/2013,18/02/2013,CHIU HING CONSTRUCTION & TRANSPORTATION CO LTD,GW-RW0114-13,"Tsuen Wan Road, Tsuen Wan West, NT",-1,-1,26/02/2013
TUEN MUN,15/07/2013,20/02/2013,CHUN WO CONSTRUCTION AND ENGINEERING COMPANY LIMITED,GW-RW0115-13,"Tsing Sin Street & Tsing Hoi Circuit, Tuen Mun, N.T.",22.386295,113.979946,27/02/2013
SHAM SHUI PO,21/08/2013,19/02/2013,CHUN WO - CEC JOINT VENTURE,GW-RW0116-13,"Stonecutters Island Sewage Treatment Works, Kowloon",22.3228031,114.1350173,22/02/2013
TUEN MUN,11/09/2013,21/02/2013,Sum Kee Construction Limited,GW-RW0117-13,"Construction Site at Lam Tei Interchange, Tuen Mun, N.T.  CLP Contract No.:OA 4610000803",-1,-1,11/03/2013
TSUEN WAN,16/06/2013,21/02/2013,GAMMON CONSTRUCTION LIMITED.,GW-RW0118-13,"Contract No. HY/2007/09 – Reconstruction and Improvement of Tuen Mun Road – Eastern Section, Ch62.7-63.17 and Ch63.68-63.92 Eastbound, slow lane, Ch63.17-63.55 Eastbound and Westbound, all lanes, Tuen Mun Road, Ting Kau, N.T.",-1,-1,03/03/2013
TSUEN WAN,24/08/2013,20/02/2013,LEIGHTON CONTRACTORS (ASIA) LTD.,GW-RW0119-13,"Junction of Cheung Wing Road and Yau Ma Hom Road, Tsuen Wan, NT.(XRL-Shek Yam Construction Adit Work Area)",-1,-1,25/02/2013
TUEN MUN,27/08/2013,28/02/2013,Chun Wo Construction and Engineering Company Limited,GW-RW0121-13,"Construction site at Tsing Wun Road and Ming Kum Road, Tuen Mun, N.T. (WIS 307, 308, 309, 310 & 312)",-1,-1,28/02/2013
KWAI TSING,30/06/2013,20/02/2013,CHINA STATE CONSTRUCTION ENGINEERING (HK) LIMITED,GW-RW0122-13,Wo Yi Hop Road (section between Cheung Wing Road and Lei Muk Road),-1,-1,03/03/2013
KWAI TSING,31/05/2013,26/02/2013,Shun Yuen Construction Company Limited,GW-RW0123-13,"Tai Loong Street, Kwai Chung, N.T.",22.365518,114.1384,01/03/2013
TUEN MUN,22/09/2013,04/03/2013,CHINA HARBOUR ENGINEERING COMPANY LTD.,GW-RW0124-13,"Tuen Mun Road CH56.2 - CH51.3, Tuen Mun, N.T.",-1,-1,24/03/2013
TSUEN WAN,27/08/2013,22/02/2013,Dragages - China Harbour - VSL Joint Venture,GW-RW0125-13,"Hong Kong-Zhuhai-Macao Bridge Hong Kong Link Road at WA7 site near Kap Shui Mun Bridge, Lantau Island, H.K.",-1,-1,28/02/2013
TUEN MUN,05/06/2013,06/03/2013,SHUN YUEN CONSTRUCTION CO LTD,GW-RW0126-13,"Construction site at Kin Wing Street near Kin Tai Street and Kin On Street, Tuen Mun, N.T.",-1,-1,06/03/2013
TUEN MUN,26/08/2013,01/03/2013,Kaden Construction Limited,GW-RW0128-13,"Construction Site at Tuen Fu Road, Fu Tei, Tuen Mun, N.T.",-1,-1,04/03/2013
TUEN MUN,27/08/2013,27/02/2013,Chun Wo Construction and Engineering Company Limited,GW-RW0129-13,"Constructioin Site at Wong Chu Road near Lung Fu Road and Nan Fung Industrial City, Tuen Mun (Tuen Mun Western Trunk Sewerage)",-1,-1,28/02/2013
TUEN MUN,03/06/2013,08/03/2013,SHUN YUEN CONSTRUCTION CO LTD,GW-RW0131-13,"Lung Fu Road Section  between L/P AD4205 - L/P AD0778, Tuen Mun, NT",-1,-1,11/03/2013
TSUEN WAN,15/09/2013,11/03/2013,GAMMON CONSTRUCTION LIMITED.,GW-RW0132-13,"Tuen Mun Road from Tsing Lung Tau to Tsuen Wan, N.T.",-1,-1,17/03/2013
TSUEN WAN,31/05/2013,06/03/2013,SIEMENS LIMITED,GW-RW0134-13,"Electrical Substation, Golden Bear Industrial Centre, 66-82 Chai Wan Kok Street, Tsuen Wan, NT",-1,-1,24/03/2013
TSUEN WAN,10/09/2013,08/03/2013,"CHUN WO BUILDING CONSTRUCTION LTD,.",GW-RW0135-13,"106-114 Kwok Shui Road, Tsuen Wan, NT",-1,-1,10/03/2013
TUEN MUN,17/06/2013,07/03/2013,SHUN YUEN CONSTRUCTION CO LTD,GW-RW0136-13,"Castle Peak Road - Lingnan (near Yuen Long Highway), Tuen Mun, NT",-1,-1,18/03/2013
TUEN MUN,07/09/2013,01/03/2013,Chun Wo Construction and Engineering Company Limited,GW-RW0138-13,"Tuen Mun Western Trunk Sewerage (Contract No. DC/2009/11), DSD contract in Tuen Mun district, Building a sewerage pumping station at the junction of Wong Chu Road and Lung Mun Road, Tuen Mun, NT",-1,-1,08/03/2013
KWAI TSING,28/06/2013,06/03/2013,MING HING WATERWORKS ENGINEERING CO LTD,GW-RW0140-13,"Wah Sing Street, Kwai Chung, NT",-1,-1,20/03/2013
KWAI TSING,30/06/2013,13/03/2013,China State Construction Engineering (Hong Kong) Limited,GW-RW0141-13,"Tai Lin Pai Road, Kwai Chung, NT",22.361024,114.132909,30/03/2013
TUEN MUN,05/06/2013,06/03/2013,SHUN YUEN CONSTRUCTION CO LTD,GW-RW0142-13,"Tsing Tin Road near LP FA2465 and Ming Kum Road, Tuen Mun, N.T.",-1,-1,06/03/2013
TUEN MUN,09/06/2013,08/03/2013,SHUN YUEN CONSTRUCTION CO LTD,GW-RW0143-13,"Ho Tin Street near Tsun Wen Road and Kin Lung Street, Tuen Mun, N.T. (Contract No.: 08/HY/2008)",-1,-1,17/03/2013
TSUEN WAN,13/06/2013,07/03/2013,PROGRAM CONTRACTORS LIMITED,GW-RW0144-13,"Tsuen Wan Station, Tai Ho Road North, Tsuen Wan East, NT",22.371843,114.115956,14/03/2013
TUEN MUN,26/08/2013,04/03/2013,PAUL Y. CONSTRUCTION CO. LTD.,GW-RW0145-13,"Castle Peak Road - Castle Peak Bay, Tuen Mun, NT",22.384954,113.980906,27/02/2013
TUEN MUN,28/06/2013,11/03/2013,CHUN WO CONSTRUCTION & ENGINEERING COMPANY LIMITED,GW-RW0147-13,"Construction site at Lung Mun Road near Glorious Garden, Tuen Mun, New Territories  (WSD Contract No.: 14/WSD/08)",-1,-1,08/03/2013
TUEN MUN,16/10/2013,15/03/2013,Chun Wo Construction and Engineering Company Limited,GW-RW0148-13,"The work site near the Junction of Ming Kum Road and Tsing Tin Road, Tuen Mun, N.T. (WIS 318-320)",-1,-1,17/04/2013
TUEN MUN,08/07/2013,14/03/2013,CHUN WO CONSTRUCTION AND ENGINEERING COMPANY LIMITED,GW-RW0149-13,"Kin Fat Street, Ho Tin Street, Kin Lung Street, Kin On Street, Kin Wing Street, Kin Wing Lane, Kin Kwan Street, Kin Wong Street, Kin Wong Lane, Kin Fat Lane, Kin Kei Street, Tsing Yeung Circuit, Kin Kwok Street, Pui To Road, Tin Hau Road & San Hop Lane, Tuen Mun.",-1,-1,16/03/2013
TUEN MUN,14/09/2013,11/03/2013,Hip Hing Construction Company Limited,GW-RW0150-13,"Lam Tei, Area 52, TMTL No. 492, Tuen Mun North, NT",-1,-1,15/03/2013
TSUEN WAN,21/07/2013,13/03/2013,SIEMENS LIMITED,GW-RW0151-13,"Wah Chun Industrial Centre, 95 Chai Wan Kok Street, Tsuen Wan West, NT",-1,-1,28/04/2013
SHAM SHUI PO,31/08/2013,08/03/2013,PAUL Y. CONSTRUCTION COMPANY LIMITED,GW-RW0152-13,"Construction Site for XRL contract no. 805 at J/O Sham Shing Road and Sham Mong Road, Cheung Sha Wan, Kowloon",22.328352,114.153481,09/03/2013
TUEN MUN,26/09/2013,12/03/2013,HSIN CHONG CONSTRUCTION (ASIA) LIMITED,GW-RW0153-13,"TMTL 422, Tsing Lung Road, Area 58, Siu Lam, Tuen Mun, NT.",-1,-1,27/03/2013
TUEN MUN,10/09/2013,11/03/2013,Chun Wo Construction and Engineering Company Limited,GW-RW0154-13,"Tuen Mun Western Trunk Sewerage (Contract No. DC/2009/11), DSD contract in Tuen Mun district, Building a sewerage pumping station at the junction of Wong Chu Road and Lung Mun Road, Tuen Mun, NT",-1,-1,11/03/2013
SHAM SHUI PO,11/06/2013,14/03/2013,TYSAN FOUNDATION LIMITED,GW-RW0155-13,"Construction Site at Fuk Wing Street & Hing Wah Street (K22), Cheung Sha Wan, Kowloon",22.3367376,114.1528532,15/03/2013
TUEN MUN,17/09/2013,18/03/2013,LEADER CIVIL ENGINEERING CORPORATION LIMITED,GW-RW0156-13,"Tuen Mun Road near Maritime Services Training Institute, Tuen Mun, NT",-1,-1,18/03/2013
TSUEN WAN,16/06/2013,14/03/2013,GAMMON CONSTRUCTION LIMITED,GW-RW0157-13,"Tuen Mun Road from Tsing Lung Tau to Tsuen Wan, N.T.",-1,-1,17/03/2013
SHAM SHUI PO,31/05/2013,18/03/2013,CHUN WO CONSTRUCTION & ENGINEERING CO LTD,GW-RW0158-13,"Construction site at Shek Kip Mei Market bounded by Berwick Street, Woh Chai Street, Shek Kip Mei Road and Nam Cheong Street, Shek Kip Mei, Kowloon",-1,-1,25/03/2013
KWAI TSING,30/06/2013,14/03/2013,CHINA STATE CONSTRUCTION ENGINEERING (HK) LIMITED,GW-RW0159-13,"Wo Yi Hop Road, Kwai Chung, NT",22.37313,114.136443,23/03/2013
TUEN MUN,10/09/2013,11/03/2013,Chun Wo Construction and Engineering Company Limited,GW-RW0160-13,"Construction a Sewerage Pumping Station at the junction of Wong Chu Road and Lung Mun Road, Tuen Mun, N.T. (DSD Contract no.: DC/2009/11)",-1,-1,11/03/2013
TUEN MUN,17/09/2013,12/03/2013,Chun Wo Construction and Engineering Company Limited,GW-RW0161-13,"Tuen Mun Western Trunk Sewerage (Contract No. DC/2009/11), DSD contract in Tuen Mun district, Building a sewerage pumping station at the junction of Wong Chu Road and Lung Mun Road, Tuen Mun, NT",-1,-1,18/03/2013
KWAI TSING,23/06/2013,13/03/2013,Yau Nam Kee Construction Co. Ltd.,GW-RW0162-13,"Tai Lin Pai Road, Kwai Chung, NT",22.361024,114.132909,29/03/2013
KWAI TSING,23/09/2013,15/03/2013,EXCEL ENGINEERING COMPANY LIMITED,GW-RW0163-13,"Kwai Cheong Road, Kwai Chung, NT",-1,-1,26/03/2013
KWAI TSING,28/09/2013,14/03/2013,EXCEL ENGINEERING COMPANY LIMITED,GW-RW0164-13,"Tai Yuen Street, Kwok Shui Road and Lei Muk Road, Kwai Chung, N.T.",-1,-1,02/04/2013
TSUEN WAN,26/05/2013,13/03/2013,SHUN YUEN CONSTRUCTION CO LTD,GW-RW0165-13,Yeung Uk Road Junction of Texaco Road,22.365387,114.120776,17/03/2013
TUEN MUN,15/10/2013,14/03/2013,Chun Wo Construction and Engineering Company Limited,GW-RW0166-13,"Construction site at Lung Mun Road near the junction of Wu Shan Road, Tuen Mun, N.T. (P6, P7 & P8)",-1,-1,16/04/2013
SHAM SHUI PO,24/09/2013,18/03/2013,Chun Wo Foundations Limited,GW-RW0167-13,No. 17 Cheung Shun St. Shamshuipo,22.33597,114.147038,25/03/2013
KWAI TSING,03/10/2013,19/03/2013,EXCEL ENGINEERING COMPANY LIMITED,GW-RW0168-13,"Kwai Chung Road, Castle Peak Road - Kwai Chung and Cheung Wing Road, Kwai Chung, NT",-1,-1,05/04/2013
TUEN MUN,16/09/2013,19/03/2013,China Harbour Engineering Company Limited,GW-RW0169-13,"Contract No. HY/2008/11 - Reconstruction and Improvement of Tuen Mun Road (Sam Shing Hui Section) : Westbound CH51.41 - CH54.30A, Tuen Mun Road, N.T.",-1,-1,23/03/2013
